# HV Ramp Log
# Start time: 2025-12-26T15:54:23
# Operator(s): Paolo Soffita, Hemanth Manikantan
# Setup: WGW15-G6, ArDME8020, 160-40ccpm, 1.1 bar
#
timestamp,step,channel,checked,Vgrid,Vanode,Vcathode,Note
2025-12-26T15:54:51,01,CH1,True,0,0,50,
2025-12-26T15:54:53,01,CH2,True,0,0,50,
2025-12-26T15:54:55,01,CH3,True,0,0,50,
2025-12-26T15:54:57,02,CH1,True,50,50,100,
2025-12-26T15:55:02,02,CH2,True,50,50,100,
2025-12-26T15:55:07,02,CH3,True,50,50,100,
2025-12-26T15:55:10,03,CH1,True,100,100,150,
2025-12-26T15:55:15,03,CH2,True,100,100,150,
2025-12-26T15:55:18,03,CH3,True,100,100,150,
2025-12-26T15:55:25,04,CH1,True,150,150,200,
2025-12-26T15:55:31,04,CH2,True,150,150,200,
2025-12-26T15:55:40,04,CH3,True,150,150,200,
2025-12-26T15:55:46,05,CH1,True,200,200,250,
2025-12-26T15:55:50,05,CH2,True,200,200,250,
2025-12-26T15:55:53,05,CH3,True,200,200,250,
2025-12-26T15:55:56,06,CH1,True,250,250,300,
2025-12-26T15:56:01,06,CH2,True,250,250,300,
2025-12-26T15:56:05,06,CH3,True,250,250,300,
2025-12-26T15:56:11,07,CH1,True,275,275,325,
2025-12-26T15:56:14,07,CH2,True,275,275,325,
2025-12-26T15:56:17,07,CH3,True,275,275,325,
2025-12-26T15:56:22,08,CH1,True,300,300,350,
2025-12-26T15:56:32,10,CH3,True,325,325,425,
2025-12-26T15:56:32,10,CH2,True,325,325,425,
2025-12-26T15:56:32,11,CH3,True,325,325,475,
2025-12-26T15:56:32,11,CH2,True,325,325,475,
2025-12-26T15:56:32,12,CH3,True,325,325,525,
2025-12-26T15:56:32,12,CH2,True,325,325,525,
2025-12-26T15:56:32,13,CH3,True,325,325,575,
2025-12-26T15:56:32,13,CH2,True,325,325,575,
2025-12-26T15:56:32,14,CH3,True,325,325,625,
2025-12-26T15:56:32,14,CH2,True,325,325,625,
2025-12-26T15:56:32,15,CH3,True,325,325,675,
2025-12-26T15:56:32,15,CH2,True,325,325,675,
2025-12-26T15:56:32,16,CH3,True,325,325,725,
2025-12-26T15:56:32,16,CH2,True,325,325,725,
2025-12-26T15:56:32,17,CH3,True,325,325,775,
2025-12-26T15:56:32,17,CH2,True,325,325,775,
2025-12-26T15:56:32,18,CH3,True,325,325,825,
2025-12-26T15:56:32,18,CH2,True,325,325,825,
2025-12-26T15:56:32,19,CH3,True,325,325,875,
2025-12-26T15:56:32,19,CH2,True,325,325,875,
2025-12-26T15:56:32,20,CH3,True,325,325,925,
