# HV Ramp Log
# Start time: 2025-12-27T10:54:19
# Operator(s): Paolo Soffitta, Hemanth Manikantan
# Setup:  WGW15-G6, ArDME8020, 160-40ccpm, 1.1 bar, 55Fe, Hamamatsucu8keV
#
timestamp,step,channel,checked,Vgrid,Vanode,Vcathode,Note
2025-12-27T10:55:07,01,CH3,True,0,0,50,
2025-12-27T10:55:09,01,CH2,True,0,0,50,
2025-12-27T10:55:10,01,CH1,True,0,0,50,
2025-12-27T10:55:18,02,CH3,True,50,50,100,
2025-12-27T10:55:21,02,CH2,True,50,50,100,
2025-12-27T10:55:23,02,CH1,True,50,50,100,
2025-12-27T10:55:27,03,CH3,True,100,100,150,
2025-12-27T10:55:28,03,CH2,True,100,100,150,
2025-12-27T10:55:35,03,CH1,True,100,100,150,
2025-12-27T10:55:52,04,CH3,True,150,150,200,
2025-12-27T10:55:55,04,CH2,True,150,150,200,
2025-12-27T10:55:59,04,CH1,True,150,150,200,
2025-12-27T10:56:04,05,CH3,True,200,200,250,
2025-12-27T10:56:08,05,CH2,True,200,200,250,
2025-12-27T10:56:12,05,CH1,True,200,200,250,
2025-12-27T10:56:58,06,CH1,True,250,250,300,
2025-12-27T10:57:07,06,CH2,True,250,250,300,
2025-12-27T10:57:10,06,CH3,True,250,250,300,
2025-12-27T10:57:15,07,CH1,True,275,275,325,
2025-12-27T10:57:20,07,CH2,True,275,275,325,
2025-12-27T10:57:24,07,CH3,True,275,275,325,
2025-12-27T10:57:29,08,CH1,True,300,300,350,
2025-12-27T10:57:32,08,CH2,True,300,300,350,
2025-12-27T10:57:35,08,CH3,True,300,300,350,
2025-12-27T10:57:43,09,CH1,True,325,325,375,
2025-12-27T10:57:46,09,CH2,True,325,325,375,
2025-12-27T10:57:51,09,CH3,True,325,325,375,
2025-12-27T10:57:58,10,CH1,True,325,325,425,
2025-12-27T10:58:01,11,CH1,True,325,325,475,
2025-12-27T10:58:04,12,CH1,True,325,325,525,
2025-12-27T10:58:07,13,CH1,True,325,325,575,
2025-12-27T10:58:12,14,CH1,True,325,325,625,
2025-12-27T10:58:15,15,CH1,True,325,325,675,
2025-12-27T10:58:18,16,CH1,True,325,325,725,
2025-12-27T10:58:22,17,CH1,True,325,325,775,
2025-12-27T10:58:28,18,CH1,True,325,325,825,
2025-12-27T10:58:31,19,CH1,True,325,325,875,
2025-12-27T10:58:34,20,CH1,True,325,325,925,
2025-12-27T10:58:39,21,CH1,True,325,325,975,
2025-12-27T10:58:41,22,CH1,True,325,325,1025,
2025-12-27T10:58:45,23,CH1,True,325,325,1075,
2025-12-27T10:58:50,24,CH1,True,325,325,1125,
2025-12-27T10:59:05,25,CH1,True,325,325,1175,
2025-12-27T10:59:09,26,CH1,True,325,325,1225,
2025-12-27T10:59:12,27,CH1,True,325,325,1275,
2025-12-27T10:59:16,28,CH1,True,325,325,1325,
2025-12-27T10:59:23,29,CH3,True,335,335,1325,
2025-12-27T10:59:25,29,CH2,True,335,335,1325,
2025-12-27T10:59:52,30,CH3,True,345,345,1325,
2025-12-27T10:59:54,30,CH2,True,345,345,1325,
2025-12-27T11:00:00,31,CH3,True,355,355,1325,
2025-12-27T11:00:02,31,CH2,True,355,355,1325,
2025-12-27T11:00:07,32,CH3,True,365,365,1325,
2025-12-27T11:00:11,32,CH2,True,365,365,1325,
2025-12-27T11:00:19,33,CH3,True,375,375,1325,
2025-12-27T11:00:21,33,CH2,True,375,375,1325,
2025-12-27T11:00:51,34,CH3,True,385,385,1325,
2025-12-27T11:00:54,34,CH2,True,385,385,1325,
2025-12-27T11:00:58,35,CH3,True,395,395,1325,
2025-12-27T11:01:01,35,CH2,True,395,395,1325,
2025-12-27T11:01:06,36,CH3,True,405,405,1325,
2025-12-27T11:01:09,36,CH2,True,405,405,1325,
2025-12-27T11:01:14,37,CH3,True,410,410,1325,
2025-12-27T11:01:17,37,CH2,True,410,410,1325,
2025-12-27T11:01:26,38,CH1,True,410,420,1375,
2025-12-27T11:01:30,38,CH2,True,410,420,1375,
2025-12-27T11:01:33,39,CH1,True,410,430,1425,
2025-12-27T11:01:38,39,CH2,True,410,430,1425,
2025-12-27T11:01:42,40,CH1,True,410,440,1475,
2025-12-27T11:01:46,40,CH2,True,410,440,1475,
2025-12-27T11:01:51,41,CH1,True,410,450,1525,
2025-12-27T11:01:54,41,CH2,True,410,450,1525,
2025-12-27T11:01:58,42,CH1,True,410,460,1575,
2025-12-27T11:02:01,42,CH2,True,410,460,1575,
2025-12-27T11:02:07,43,CH1,True,410,460,1625,
2025-12-27T11:02:13,44,CH1,True,410,460,1675,
2025-12-27T11:02:27,45,CH1,True,410,460,1725,
2025-12-27T11:02:31,46,CH1,True,410,460,1775,
2025-12-27T11:02:35,47,CH1,True,410,460,1825,
2025-12-27T11:02:39,48,CH1,True,410,460,1875,
2025-12-27T11:02:43,49,CH1,True,410,460,1925,
2025-12-27T11:02:49,50,CH1,True,410,460,1975,
2025-12-27T11:02:51,51,CH1,True,410,460,2025,
2025-12-27T11:02:56,52,CH1,True,410,460,2075,
2025-12-27T11:03:00,53,CH1,True,410,460,2125,
2025-12-27T11:03:04,54,CH1,True,410,460,2175,
2025-12-27T11:03:08,55,CH1,True,410,460,2225,
2025-12-27T11:03:14,56,CH1,True,410,460,2275,
2025-12-27T11:03:17,57,CH1,True,410,460,2325,
2025-12-27T11:03:19,58,CH1,True,410,460,2375,
2025-12-27T11:03:24,59,CH1,True,410,460,2425,
