bin_center,count
2.500075591503515,16585
7.500226774510544,7104
12.500377957517575,12787
17.500529140524606,18372
22.500680323531633,23546
27.500831506538663,26313
32.500982689545694,28322
37.50113387255273,29067
42.50128505555975,28924
47.50143623856678,28156
52.50158742157382,27203
57.50173860458084,26366
62.50188978758787,25039
67.5020409705949,23630
72.50219215360192,22298
77.50234333660896,20649
82.502494519616,18977
87.50264570262303,17462
92.50279688563005,16147
97.50294806863708,14593
102.5030992516441,13360
107.50325043465114,12008
112.50340161765817,10833
117.5035528006652,9764
122.50370398367222,8837
127.50385516667926,7915
132.50400634968628,6746
137.50415753269334,6024
142.50430871570035,5338
147.50445989870735,4803
152.50461108171442,4208
157.50476226472142,3676
162.50491344772848,3311
167.5050646307355,2650
172.50521581374255,2408
177.50536699674956,2044
182.50551817975656,1783
187.50566936276363,1544
192.50582054577063,1341
197.5059717287777,1163
202.5061229117847,947
207.50627409479173,774
212.50642527779877,681
217.50657646080577,595
222.50672764381284,494
227.50687882681984,395
232.5070300098269,372
237.5071811928339,299
242.50733237584092,240
247.50748355884798,197
252.507634741855,180
257.50778592486205,153
262.50793710786905,126
267.5080882908761,84
272.5082394738831,76
277.5083906568901,68
282.5085418398972,75
287.5086930229042,37
292.50884420591126,48
297.50899538891827,40
302.50914657192527,21
307.50929775493233,20
312.5094489379394,15
317.5096001209464,21
322.5097513039534,15
327.5099024869604,9
332.5100536699675,7
337.51020485297454,3
342.51035603598154,5
347.51050721898855,4
352.5106584019956,0
357.5108095850026,4
362.5109607680097,2
367.5111119510167,5
372.5112631340237,4
377.51141431703076,2
382.51156550003776,1
387.5117166830448,2
392.51186786605183,3
397.51201904905884,4
402.5121702320659,3
407.51232141507296,0
412.51247259807997,0
417.512623781087,2
422.512774964094,0
427.51292614710104,0
432.5130773301081,1
437.5132285131151,0
442.5133796961221,0
447.5135308791292,2
452.5136820621362,0
457.51383324514325,0
462.51398442815025,0
467.51413561115726,0
472.5142867941643,0
477.5144379771713,0
482.5145891601784,0
487.5147403431854,0
492.5148915261924,0
497.51504270919946,0
502.5151938922065,0
507.51534507521353,0
512.5154962582205,0
517.5156474412277,1
522.5157986242345,0
527.5159498072417,0
532.5161009902487,0
537.5162521732557,0
542.5164033562628,0
547.5165545392697,0
552.5167057222768,0
557.5168569052838,0
562.5170080882908,0
567.5171592712979,0
572.5173104543048,0
577.517461637312,0
582.517612820319,0
587.517764003326,0
592.5179151863331,1
597.51806636934,0
602.5182175523471,0
607.5183687353542,0
612.5185199183611,0
617.5186711013682,0
622.5188222843751,0
627.5189734673822,0
632.5191246503894,0
637.5192758333963,0
642.5194270164034,0
647.5195781994103,1
652.5197293824174,0
657.5198805654245,0
662.5200317484314,0
667.5201829314385,0
672.5203341144454,2
677.5204852974525,0
682.5206364804596,1
687.5207876634665,1
692.5209388464737,0
697.5210900294807,1
702.5212412124877,0
707.5213923954948,0
712.5215435785017,0
717.5216947615088,0
722.5218459445158,1
727.5219971275228,0
732.5221483105299,0
737.5222994935368,0
742.5224506765439,0
747.522601859551,0
752.522753042558,0
757.5229042255651,0
762.523055408572,0
767.5232065915791,0
772.5233577745861,0
777.5235089575931,1
782.5236601406002,0
787.5238113236071,0
792.5239625066142,0
